married	765	16076719	5063676	[4161599, 2763561, 4351302, 3425585, 3451186, 3517501, 4193588, 564228, 3261244, 287754, 287252, 2974525, 4302420, 273182, 2763056, 3340329, 4040742, 4307805, 3017487, 2955278, 4221543, 285484, 4200810, 4368233, 3912458, 241712, 4221562, 484156, 1452330, 4204415, 251458, 484422, 3223667, 3262578, 232261, 4241671, 4123767, 2472046, 4241419, 2003794, 3401596, 523093, 1806153, 809051, 1597775, 1164104, 2432636, 286303, 2152316, 2432889, 4940823, 2268541, 3419220, 1796991, 4207908, 2283332, 155237, 2897988, 4752929, 287348, 1604712, 4292400, 3261762, 3218757, 4312885, 1880426, 3514178, 938868, 3103316, 294520, 523642, 2763178, 3138222, 3261874, 7556, 2763439, 4358087, 152708, 3503548, 3722161, 983685, 3019684, 2987425, 1737866, 4299219, 4233684, 1593485, 287891, 4124583, 295582, 2934711, 4296925, 484248, 2071424, 4137376, 4187546, 482720, 860330, 3885968, 2897793, 174764, 3482522, 519607, 983487, 2472084, 2171285, 3515520, 3074962, 4932087, 563893, 1426347, 926670, 3260400, 54722, 523203, 287682, 2986981, 1475039, 3705079, 1047517, 4221591, 2998005, 4630684, 4214940, 755157, 4264862, 1796347, 4932264, 4214693, 3451091, 154090, 4123607, 4221609, 4347816, 3452888, 4330415, 3430874, 483816, 3523783, 522996, 808440, 3622851, 483569, 521201, 3375301, 3504584, 4997809]
married	714	14576000	5063676	[4161599, 2763561, 4351302, 3425585, 3451186, 3517501, 4193588, 564228, 3261244, 287754, 287252, 2974525, 4302420, 273182, 2763056, 3340329, 4040742, 4307805, 3017487, 2955278, 4221543, 285484, 4200810, 4368233, 3912458, 241712, 4221562, 484156, 1452330, 4204415, 251458, 484422, 3223667, 3262578, 232261, 4241671, 4123767, 2472046, 4241419, 2003794, 3401596, 523093, 1806153, 809051, 1597775, 1164104, 2432636, 286303, 2152316, 2432889, 4940823, 2268541, 3419220, 1796991, 4207908, 2283332, 155237, 2897988, 4752929, 287348, 1604712, 4292400, 3261762, 3218757, 4312885, 1880426, 3514178, 938868, 3103316, 294520, 523642, 2763178, 3138222, 3261874, 7556, 2763439, 4358087, 152708, 3503548, 3722161, 983685, 3019684, 2987425, 1737866, 4299219, 4233684, 1593485, 287891, 4124583, 295582, 2934711, 4296925, 484248, 2071424, 4137376, 4187546, 482720, 860330, 3885968, 2897793, 174764, 3482522, 519607, 983487, 2472084, 2171285, 3515520, 3074962, 4932087, 563893, 1426347, 926670, 3260400, 54722, 523203, 287682, 2986981, 1475039, 3705079, 1047517, 4221591, 2998005, 4630684, 4214940, 755157, 4264862, 1796347, 4932264, 4214693, 3451091, 154090, 4123607, 4221609, 4347816, 3452888, 4330415, 3430874, 483816, 3523783, 522996, 808440, 3622851, 483569, 521201, 3375301, 3504584, 4997809]
married	504	14662033	5063676	[4161599, 2763561, 4351302, 3425585, 3451186, 3517501, 4193588, 564228, 3261244, 287754, 287252, 2974525, 4302420, 273182, 2763056, 3340329, 4040742, 4307805, 3017487, 2955278, 4221543, 285484, 4200810, 4368233, 3912458, 241712, 4221562, 484156, 1452330, 4204415, 251458, 484422, 3223667, 3262578, 232261, 4241671, 4123767, 2472046, 4241419, 2003794, 3401596, 523093, 1806153, 809051, 1597775, 1164104, 2432636, 286303, 2152316, 2432889, 4940823, 2268541, 3419220, 1796991, 4207908, 2283332, 155237, 2897988, 4752929, 287348, 1604712, 4292400, 3261762, 3218757, 4312885, 1880426, 3514178, 938868, 3103316, 294520, 523642, 2763178, 3138222, 3261874, 7556, 2763439, 4358087, 152708, 3503548, 3722161, 983685, 3019684, 2987425, 1737866, 4299219, 4233684, 1593485, 287891, 4124583, 295582, 2934711, 4296925, 484248, 2071424, 4137376, 4187546, 482720, 860330, 3885968, 2897793, 174764, 3482522, 519607, 983487, 2472084, 2171285, 3515520, 3074962, 4932087, 563893, 1426347, 926670, 3260400, 54722, 523203, 287682, 2986981, 1475039, 3705079, 1047517, 4221591, 2998005, 4630684, 4214940, 755157, 4264862, 1796347, 4932264, 4214693, 3451091, 154090, 4123607, 4221609, 4347816, 3452888, 4330415, 3430874, 483816, 3523783, 522996, 808440, 3622851, 483569, 521201, 3375301, 3504584, 4997809]
married	421	14864335	5063676	[4161599, 2763561, 4351302, 3425585, 3451186, 3517501, 4193588, 564228, 3261244, 287754, 287252, 2974525, 4302420, 273182, 2763056, 3340329, 4040742, 4307805, 3017487, 2955278, 4221543, 285484, 4200810, 4368233, 3912458, 241712, 4221562, 484156, 1452330, 4204415, 251458, 484422, 3223667, 3262578, 232261, 4241671, 4123767, 2472046, 4241419, 2003794, 3401596, 523093, 1806153, 809051, 1597775, 1164104, 2432636, 286303, 2152316, 2432889, 4940823, 2268541, 3419220, 1796991, 4207908, 2283332, 155237, 2897988, 4752929, 287348, 1604712, 4292400, 3261762, 3218757, 4312885, 1880426, 3514178, 938868, 3103316, 294520, 523642, 2763178, 3138222, 3261874, 7556, 2763439, 4358087, 152708, 3503548, 3722161, 983685, 3019684, 2987425, 1737866, 4299219, 4233684, 1593485, 287891, 4124583, 295582, 2934711, 4296925, 484248, 2071424, 4137376, 4187546, 482720, 860330, 3885968, 2897793, 174764, 3482522, 519607, 983487, 2472084, 2171285, 3515520, 3074962, 4932087, 563893, 1426347, 926670, 3260400, 54722, 523203, 287682, 2986981, 1475039, 3705079, 1047517, 4221591, 2998005, 4630684, 4214940, 755157, 4264862, 1796347, 4932264, 4214693, 3451091, 154090, 4123607, 4221609, 4347816, 3452888, 4330415, 3430874, 483816, 3523783, 522996, 808440, 3622851, 483569, 521201, 3375301, 3504584, 4997809]
married	710	16330983	5063676	[4161599, 2763561, 4351302, 3425585, 3451186, 3517501, 4193588, 564228, 3261244, 287754, 287252, 2974525, 4302420, 273182, 2763056, 3340329, 4040742, 4307805, 3017487, 2955278, 4221543, 285484, 4200810, 4368233, 3912458, 241712, 4221562, 484156, 1452330, 4204415, 251458, 484422, 3223667, 3262578, 232261, 4241671, 4123767, 2472046, 4241419, 2003794, 3401596, 523093, 1806153, 809051, 1597775, 1164104, 2432636, 286303, 2152316, 2432889, 4940823, 2268541, 3419220, 1796991, 4207908, 2283332, 155237, 2897988, 4752929, 287348, 1604712, 4292400, 3261762, 3218757, 4312885, 1880426, 3514178, 938868, 3103316, 294520, 523642, 2763178, 3138222, 3261874, 7556, 2763439, 4358087, 152708, 3503548, 3722161, 983685, 3019684, 2987425, 1737866, 4299219, 4233684, 1593485, 287891, 4124583, 295582, 2934711, 4296925, 484248, 2071424, 4137376, 4187546, 482720, 860330, 3885968, 2897793, 174764, 3482522, 519607, 983487, 2472084, 2171285, 3515520, 3074962, 4932087, 563893, 1426347, 926670, 3260400, 54722, 523203, 287682, 2986981, 1475039, 3705079, 1047517, 4221591, 2998005, 4630684, 4214940, 755157, 4264862, 1796347, 4932264, 4214693, 3451091, 154090, 4123607, 4221609, 4347816, 3452888, 4330415, 3430874, 483816, 3523783, 522996, 808440, 3622851, 483569, 521201, 3375301, 3504584, 4997809]
married	836	14854592	5063676	[4161599, 2763561, 4351302, 3425585, 3451186, 3517501, 4193588, 564228, 3261244, 287754, 287252, 2974525, 4302420, 273182, 2763056, 3340329, 4040742, 4307805, 3017487, 2955278, 4221543, 285484, 4200810, 4368233, 3912458, 241712, 4221562, 484156, 1452330, 4204415, 251458, 484422, 3223667, 3262578, 232261, 4241671, 4123767, 2472046, 4241419, 2003794, 3401596, 523093, 1806153, 809051, 1597775, 1164104, 2432636, 286303, 2152316, 2432889, 4940823, 2268541, 3419220, 1796991, 4207908, 2283332, 155237, 2897988, 4752929, 287348, 1604712, 4292400, 3261762, 3218757, 4312885, 1880426, 3514178, 938868, 3103316, 294520, 523642, 2763178, 3138222, 3261874, 7556, 2763439, 4358087, 152708, 3503548, 3722161, 983685, 3019684, 2987425, 1737866, 4299219, 4233684, 1593485, 287891, 4124583, 295582, 2934711, 4296925, 484248, 2071424, 4137376, 4187546, 482720, 860330, 3885968, 2897793, 174764, 3482522, 519607, 983487, 2472084, 2171285, 3515520, 3074962, 4932087, 563893, 1426347, 926670, 3260400, 54722, 523203, 287682, 2986981, 1475039, 3705079, 1047517, 4221591, 2998005, 4630684, 4214940, 755157, 4264862, 1796347, 4932264, 4214693, 3451091, 154090, 4123607, 4221609, 4347816, 3452888, 4330415, 3430874, 483816, 3523783, 522996, 808440, 3622851, 483569, 521201, 3375301, 3504584, 4997809]
private 	888	13900413	5063676	[782856, 267266, 1446815, 3000998, 1545115, 2431145, 3001279, 992665, 2113849, 2207288, 4171043, 4776661, 1797509, 3916954, 2142210, 3675802, 2027572, 2728834, 3811980, 4844286, 4963441, 8251, 1617955, 4984304, 2075743, 2399717, 160449, 2118372, 3563262, 4332683, 3270138, 4695690, 783428, 2730491, 1706702, 3702881, 3849571, 332760, 1226611, 4592804, 2164290, 2320580, 452973, 2117584, 3577414, 2206544, 1695338, 3746125, 1543394, 2429520, 774130, 1740771, 4634303, 4111299, 3669961]
private 	502	13438378	5063676	[782856, 267266, 1446815, 3000998, 1545115, 2431145, 3001279, 992665, 2113849, 2207288, 4171043, 4776661, 1797509, 3916954, 2142210, 3675802, 2027572, 2728834, 3811980, 4844286, 4963441, 8251, 1617955, 4984304, 2075743, 2399717, 160449, 2118372, 3563262, 4332683, 3270138, 4695690, 783428, 2730491, 1706702, 3702881, 3849571, 332760, 1226611, 4592804, 2164290, 2320580, 452973, 2117584, 3577414, 2206544, 1695338, 3746125, 1543394, 2429520, 774130, 1740771, 4634303, 4111299, 3669961]
private 	423	13711477	5063676	[782856, 267266, 1446815, 3000998, 1545115, 2431145, 3001279, 992665, 2113849, 2207288, 4171043, 4776661, 1797509, 3916954, 2142210, 3675802, 2027572, 2728834, 3811980, 4844286, 4963441, 8251, 1617955, 4984304, 2075743, 2399717, 160449, 2118372, 3563262, 4332683, 3270138, 4695690, 783428, 2730491, 1706702, 3702881, 3849571, 332760, 1226611, 4592804, 2164290, 2320580, 452973, 2117584, 3577414, 2206544, 1695338, 3746125, 1543394, 2429520, 774130, 1740771, 4634303, 4111299, 3669961]
private 	413	13469881	5063676	[782856, 267266, 1446815, 3000998, 1545115, 2431145, 3001279, 992665, 2113849, 2207288, 4171043, 4776661, 1797509, 3916954, 2142210, 3675802, 2027572, 2728834, 3811980, 4844286, 4963441, 8251, 1617955, 4984304, 2075743, 2399717, 160449, 2118372, 3563262, 4332683, 3270138, 4695690, 783428, 2730491, 1706702, 3702881, 3849571, 332760, 1226611, 4592804, 2164290, 2320580, 452973, 2117584, 3577414, 2206544, 1695338, 3746125, 1543394, 2429520, 774130, 1740771, 4634303, 4111299, 3669961]
