married	613	9479404	3043362	[2763178, 2763561, 7556, 2763439, 152708, 983685, 3019684, 564228, 2987425, 287754, 287252, 1737866, 2974525, 1593485, 287891, 273182, 295582, 2763056, 2934711, 484248, 2071424, 3017487, 2955278, 482720, 860330, 285484, 2897793, 174764, 519607, 983487, 2472084, 241712, 2171285, 484156, 1452330, 563893, 1426347, 926670, 251458, 484422, 54722, 523203, 232261, 287682, 2986981, 1475039, 2472046, 2003794, 523093, 1047517, 1806153, 809051, 1597775, 2998005, 1164104, 2432636, 286303, 2152316, 2432889, 755157, 2268541, 1796347, 1796991, 2283332, 155237, 154090, 2897988, 483816, 287348, 1604712, 522996, 808440, 483569, 521201, 1880426, 938868, 294520, 523642]
married	655	8903879	3043362	[2763178, 2763561, 7556, 2763439, 152708, 983685, 3019684, 564228, 2987425, 287754, 287252, 1737866, 2974525, 1593485, 287891, 273182, 295582, 2763056, 2934711, 484248, 2071424, 3017487, 2955278, 482720, 860330, 285484, 2897793, 174764, 519607, 983487, 2472084, 241712, 2171285, 484156, 1452330, 563893, 1426347, 926670, 251458, 484422, 54722, 523203, 232261, 287682, 2986981, 1475039, 2472046, 2003794, 523093, 1047517, 1806153, 809051, 1597775, 2998005, 1164104, 2432636, 286303, 2152316, 2432889, 755157, 2268541, 1796347, 1796991, 2283332, 155237, 154090, 2897988, 483816, 287348, 1604712, 522996, 808440, 483569, 521201, 1880426, 938868, 294520, 523642]
married	501	8759373	3043362	[2763178, 2763561, 7556, 2763439, 152708, 983685, 3019684, 564228, 2987425, 287754, 287252, 1737866, 2974525, 1593485, 287891, 273182, 295582, 2763056, 2934711, 484248, 2071424, 3017487, 2955278, 482720, 860330, 285484, 2897793, 174764, 519607, 983487, 2472084, 241712, 2171285, 484156, 1452330, 563893, 1426347, 926670, 251458, 484422, 54722, 523203, 232261, 287682, 2986981, 1475039, 2472046, 2003794, 523093, 1047517, 1806153, 809051, 1597775, 2998005, 1164104, 2432636, 286303, 2152316, 2432889, 755157, 2268541, 1796347, 1796991, 2283332, 155237, 154090, 2897988, 483816, 287348, 1604712, 522996, 808440, 483569, 521201, 1880426, 938868, 294520, 523642]
married	402	8599036	3043362	[2763178, 2763561, 7556, 2763439, 152708, 983685, 3019684, 564228, 2987425, 287754, 287252, 1737866, 2974525, 1593485, 287891, 273182, 295582, 2763056, 2934711, 484248, 2071424, 3017487, 2955278, 482720, 860330, 285484, 2897793, 174764, 519607, 983487, 2472084, 241712, 2171285, 484156, 1452330, 563893, 1426347, 926670, 251458, 484422, 54722, 523203, 232261, 287682, 2986981, 1475039, 2472046, 2003794, 523093, 1047517, 1806153, 809051, 1597775, 2998005, 1164104, 2432636, 286303, 2152316, 2432889, 755157, 2268541, 1796347, 1796991, 2283332, 155237, 154090, 2897988, 483816, 287348, 1604712, 522996, 808440, 483569, 521201, 1880426, 938868, 294520, 523642]
married	325	8246469	3043362	[2763178, 2763561, 7556, 2763439, 152708, 983685, 3019684, 564228, 2987425, 287754, 287252, 1737866, 2974525, 1593485, 287891, 273182, 295582, 2763056, 2934711, 484248, 2071424, 3017487, 2955278, 482720, 860330, 285484, 2897793, 174764, 519607, 983487, 2472084, 241712, 2171285, 484156, 1452330, 563893, 1426347, 926670, 251458, 484422, 54722, 523203, 232261, 287682, 2986981, 1475039, 2472046, 2003794, 523093, 1047517, 1806153, 809051, 1597775, 2998005, 1164104, 2432636, 286303, 2152316, 2432889, 755157, 2268541, 1796347, 1796991, 2283332, 155237, 154090, 2897988, 483816, 287348, 1604712, 522996, 808440, 483569, 521201, 1880426, 938868, 294520, 523642]
married	383	8254310	3043362	[2763178, 2763561, 7556, 2763439, 152708, 983685, 3019684, 564228, 2987425, 287754, 287252, 1737866, 2974525, 1593485, 287891, 273182, 295582, 2763056, 2934711, 484248, 2071424, 3017487, 2955278, 482720, 860330, 285484, 2897793, 174764, 519607, 983487, 2472084, 241712, 2171285, 484156, 1452330, 563893, 1426347, 926670, 251458, 484422, 54722, 523203, 232261, 287682, 2986981, 1475039, 2472046, 2003794, 523093, 1047517, 1806153, 809051, 1597775, 2998005, 1164104, 2432636, 286303, 2152316, 2432889, 755157, 2268541, 1796347, 1796991, 2283332, 155237, 154090, 2897988, 483816, 287348, 1604712, 522996, 808440, 483569, 521201, 1880426, 938868, 294520, 523642]
private 	438	8083293	3043362	[2075743, 2399717, 160449, 782856, 2118372, 267266, 1446815, 3000998, 1545115, 2431145, 783428, 2730491, 3001279, 1706702, 992665, 2113849, 2207288, 332760, 1797509, 1226611, 2142210, 2164290, 2320580, 2027572, 452973, 2728834, 2117584, 2206544, 1695338, 1543394, 2429520, 774130, 1740771, 8251, 1617955]
private 	356	7840368	3043362	[2075743, 2399717, 160449, 782856, 2118372, 267266, 1446815, 3000998, 1545115, 2431145, 783428, 2730491, 3001279, 1706702, 992665, 2113849, 2207288, 332760, 1797509, 1226611, 2142210, 2164290, 2320580, 2027572, 452973, 2728834, 2117584, 2206544, 1695338, 1543394, 2429520, 774130, 1740771, 8251, 1617955]
private 	422	8369805	3043362	[2075743, 2399717, 160449, 782856, 2118372, 267266, 1446815, 3000998, 1545115, 2431145, 783428, 2730491, 3001279, 1706702, 992665, 2113849, 2207288, 332760, 1797509, 1226611, 2142210, 2164290, 2320580, 2027572, 452973, 2728834, 2117584, 2206544, 1695338, 1543394, 2429520, 774130, 1740771, 8251, 1617955]
private 	389	8557096	3043362	[2075743, 2399717, 160449, 782856, 2118372, 267266, 1446815, 3000998, 1545115, 2431145, 783428, 2730491, 3001279, 1706702, 992665, 2113849, 2207288, 332760, 1797509, 1226611, 2142210, 2164290, 2320580, 2027572, 452973, 2728834, 2117584, 2206544, 1695338, 1543394, 2429520, 774130, 1740771, 8251, 1617955]
private 	477	8435247	3043362	[2075743, 2399717, 160449, 782856, 2118372, 267266, 1446815, 3000998, 1545115, 2431145, 783428, 2730491, 3001279, 1706702, 992665, 2113849, 2207288, 332760, 1797509, 1226611, 2142210, 2164290, 2320580, 2027572, 452973, 2728834, 2117584, 2206544, 1695338, 1543394, 2429520, 774130, 1740771, 8251, 1617955]
